user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
LV2B000167	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners	GCF_000160875.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners	98.69	0.932	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000168	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermabacteraceae;g__Dermabacter;s__Dermabacter hominis	GCF_001570785.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermabacteraceae;g__Dermabacter;s__Dermabacter hominis	95.91	0.892	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_946223075.1, s__Dermabacter sp946223075, 95.0, 85.78, 0.544; GCF_025147465.1, s__Dermabacter sp025147465, 95.0, 85.66, 0.477; GCF_001678905.1, s__Dermabacter vaginalis, 95.0, 88.15, 0.63; GCA_001403775.1, s__Dermabacter indicis, 95.0, 85.22, 0.479	N/A	N/A	N/A	N/A
LV2B000170	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinotignum;s__Actinotignum sanguinis	GCF_003957255.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinotignum;s__Actinotignum sanguinis	96.73	0.897	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000411135.1, s__Actinotignum schaalii_A, 95.0, 92.47, 0.826; GCF_030216305.1, s__Actinotignum timonense_A, 95.0, 90.92, 0.797; GCF_034119425.1, s__Actinotignum schaalii_C, 95.02, 91.84, 0.795; GCF_900155575.1, s__Actinotignum timonense, 95.0, 90.12, 0.718; GCF_028864145.1, s__Actinotignum schaalii_B, 95.14, 94.33, 0.861; GCF_000724605.1, s__Actinotignum schaalii, 95.0, 90.3, 0.698	N/A	N/A	N/A	N/A
LV2B000171	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.93	0.747	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.58, 0.48; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.96, 0.469; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.95, 0.47	N/A	N/A	N/A	N/A
LV2B000172	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.51	0.917	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.8, 0.526; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.65, 0.699	N/A	N/A	N/A	N/A
LV2B000173	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii	GCF_003397705.1	95.59	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii	98.58	0.944	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_003408845.1, s__Bifidobacterium vaginale_H, 95.0, 85.38, 0.32; GCA_947088155.1, s__Bifidobacterium sp947088155, 95.0, 90.81, 0.6; GCA_947289115.1, s__Bifidobacterium sp947289115, 95.0, 89.54, 0.453; GCA_947253155.1, s__Bifidobacterium sp947253155, 95.0, 86.73, 0.44; GCA_003585735.2, s__Bifidobacterium sp003585735, 95.0, 86.65, 0.427; GCF_000263595.1, s__Bifidobacterium vaginale_E, 95.0, 87.61, 0.48; GCA_947254595.1, s__Bifidobacterium sp947254595, 95.0, 86.11, 0.349; GCA_946891915.1, s__Bifidobacterium sp946891915, 95.0, 85.65, 0.364; GCA_003585845.1, s__Bifidobacterium sp003585845, 95.0, 94.69, 0.742; GCA_947252975.1, s__Bifidobacterium sp947252975, 95.0, 88.59, 0.371; GCF_002896555.1, s__Bifidobacterium vaginale_F, 95.0, 86.22, 0.284; GCF_003293675.1, s__Bifidobacterium leopoldii, 96.33, 95.82, 0.83; GCF_001546485.1, s__Bifidobacterium vaginale_D, 95.0, 86.47, 0.401; GCF_029207615.1, s__Bifidobacterium greenwoodii, 95.0, 87.58, 0.472	N/A	N/A	N/A	N/A
LV2B000174	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners	GCF_000160875.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners	98.62	0.953	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000175	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.9%)
LV2B000176	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.51	0.918	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.8, 0.526; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.43, 0.699	N/A	N/A	N/A	N/A
LV2B000177	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners	GCF_000160875.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners	98.57	0.95	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000178	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.03	0.747	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.58, 0.483; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.95, 0.47; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.95, 0.471	N/A	N/A	N/A	N/A
LV2B000179	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.95	0.748	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.72, 0.482; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.96, 0.469; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.95, 0.469	N/A	N/A	N/A	N/A
LV2B000180	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.98	0.744	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.58, 0.478; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.0, 0.465; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.95, 0.47	N/A	N/A	N/A	N/A
LV2B000181	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.95	0.747	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.71, 0.479; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.95, 0.47; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.88, 0.469	N/A	N/A	N/A	N/A
LV2B000182	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.0	0.749	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.31, 0.479; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.95, 0.47; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.88, 0.463	N/A	N/A	N/A	N/A
LV2B000183	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.0	0.746	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.95, 0.469; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.9, 0.465; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.71, 0.475	N/A	N/A	N/A	N/A
LV2B000184	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.9	0.767	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.65, 0.481; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.0, 0.46; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.0, 0.491	N/A	N/A	N/A	N/A
LV2B000185	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
LV2B000186	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners	GCF_000160875.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners	98.73	0.918	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000187	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners	GCF_000160875.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners	98.58	0.953	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000188	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.12	0.772	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.96, 0.385; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 95.1, 0.373; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 89.9, 0.398	N/A	N/A	N/A	N/A
LV2B000189	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.63	0.961	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 95.99, 0.464; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.25, 0.687	N/A	N/A	N/A	N/A
LV2B000190	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	98.77	0.899	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_947565635.1, s__Lactobacillus sp947565635, 95.0, 85.51, 0.455; GCA_947568765.1, s__Lactobacillus sp947568765, 95.0, 86.48, 0.513; GCF_032376765.1, s__Lactobacillus sp910589175, 95.0, 85.94, 0.517; GCF_948948975.1, s__Lactobacillus sp948948975, 95.0, 85.7, 0.494; GCF_013487865.1, s__Lactobacillus johnsonii_A, 95.19, 85.73, 0.49; GCF_014058685.1, s__Lactobacillus sp910589675, 96.93, 85.63, 0.508; GCF_000159355.1, s__Lactobacillus johnsonii, 95.0, 86.06, 0.53; GCF_947539375.1, s__Lactobacillus isalae, 95.0, 88.27, 0.627; GCF_003584685.1, s__Lactobacillus paragasseri, 95.0, 94.17, 0.833; GCF_001436695.1, s__Lactobacillus taiwanensis, 95.0, 86.53, 0.506	N/A	N/A	N/A	N/A
LV2B000191	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.34	0.844	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 92.61, 0.422; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.85, 0.507; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.0, 0.502	N/A	N/A	N/A	N/A
LV2B000192	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.62	0.961	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.11, 0.696; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.01, 0.464	N/A	N/A	N/A	N/A
LV2B000193	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.35	0.844	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.84, 0.508; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 92.61, 0.422; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.0, 0.503	N/A	N/A	N/A	N/A
LV2B000195	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	98.77	0.899	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_947565635.1, s__Lactobacillus sp947565635, 95.0, 85.66, 0.457; GCF_000159355.1, s__Lactobacillus johnsonii, 95.0, 86.46, 0.532; GCF_003584685.1, s__Lactobacillus paragasseri, 95.0, 94.04, 0.833; GCF_032376765.1, s__Lactobacillus sp910589175, 95.0, 85.86, 0.507; GCF_948948975.1, s__Lactobacillus sp948948975, 95.0, 85.9, 0.495; GCF_947539375.1, s__Lactobacillus isalae, 95.0, 88.25, 0.628; GCF_013487865.1, s__Lactobacillus johnsonii_A, 95.19, 85.96, 0.49; GCF_001436695.1, s__Lactobacillus taiwanensis, 95.0, 86.41, 0.506; GCA_947568765.1, s__Lactobacillus sp947568765, 95.0, 86.0, 0.51; GCF_014058685.1, s__Lactobacillus sp910589675, 96.93, 85.61, 0.51	N/A	N/A	N/A	N/A
LV2B000196	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	GCF_900636965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	99.84	0.96	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000197	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	GCF_900636965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	99.77	0.98	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000198	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	GCF_900636965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	99.77	0.965	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000199	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	GCF_900636965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	99.77	0.98	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000200	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia	GCF_000262545.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia	99.06	0.925	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000201	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis	GCF_000455445.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis	95.71	0.811	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000762405.1, s__Prevotella timonensis_A, 95.0, 94.47, 0.764	N/A	N/A	N/A	N/A
LV2B000203	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis	GCF_000455445.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis	95.97	0.811	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000762405.1, s__Prevotella timonensis_A, 95.0, 94.83, 0.766	N/A	N/A	N/A	N/A
